market_date,variant,action,action_idx,last_action,submit_orders,account_status,account_value,n_target_positions,n_orders_planned,n_orders_submitted,model_path,metadata_path,timestamp_utc
2026-05-15,MLP_alpha__130_30,hold,0,,False,AccountStatus.ACTIVE,992195.5,0,0,0,artifacts/mlp.joblib,,2026-05-15T11:13:43.107127+00:00
